,Screen Name,Real Name,Text,Date,Negative sentiment scores,Positive sentiment scores,Neutral sentiment scores,Compound sentiment scores,Tweets ago
260,CNN,CNN,"RT @CuomoPrimeTime: ""You don't release evidence piecemeal, that's what the Trump people did do early on before they got their act together.…",Sat Jul 21 02:14:01 +0000 2018,0.0,0.0,1.0,0.0,60.0
261,CNN,CNN,RT @CuomoPrimeTime: Did Russian President Vladimir Putin use his power to elect Donald Trump? @FareedZakaria explores this question tonight…,Sat Jul 21 02:13:42 +0000 2018,0.0,0.0,1.0,0.0,61.0
262,CNN,CNN,Join CNN’s @brianstelter for a look at how the Trump presidency is changing scripted TV. #TrumpShow airs now.… https://t.co/KW5KHLkYVp,Sat Jul 21 02:02:02 +0000 2018,0.0,0.115,0.885,0.296,62.0
263,CNN,CNN,"Trump, Musk and the art of the non-apology | By Rob Crilly via @CNNOpinion https://t.co/KUctU4XqAo https://t.co/43LZAOYzKI",Sat Jul 21 02:01:08 +0000 2018,0.205,0.0,0.795,-0.5574,63.0
264,CNN,CNN,"RT @AC360: Speaking with @andersoncooper, Trump friend Roger Stone assailed Special Counsel Mueller for seeking to question the so-called ""…",Sat Jul 21 01:53:00 +0000 2018,0.0,0.247,0.753,0.7096,64.0
265,CNN,CNN,"Tonight at 10p ET, tweet your questions to @brianstelter as you watch #TrumpShow, his special report at how the Tru… https://t.co/Zin4iECquk",Sat Jul 21 01:52:49 +0000 2018,0.0,0.119,0.881,0.4019,65.0
266,CNN,CNN,"Hyperloop, the superfast 'vacuum train,' is coming to China https://t.co/Dc5pbnC7pP https://t.co/1NJ8tToq28",Sat Jul 21 01:50:08 +0000 2018,0.0,0.0,1.0,0.0,66.0
267,CNN,CNN,"RT @OutFrontCNN: ""I think what we expect as Americans ... is that President Trump needed to stand strong, and in this he did not, and of co…",Sat Jul 21 01:41:00 +0000 2018,0.0,0.113,0.887,0.5106,67.0
268,CNN,CNN,"RT @CuomoPrimeTime: CNN's @ChrisCuomo on Cohen tapes: ""These tapes, I know that they are so salacious and that's why the media is all over…",Sat Jul 21 01:40:34 +0000 2018,0.0,0.0,1.0,0.0,68.0
269,CNN,CNN,Duck boat disaster: Tragedy strikes a country playground | By James Kindall via @CNNOpinion https://t.co/1llsDXY7sE,Sat Jul 21 01:40:06 +0000 2018,0.524,0.0,0.476,-0.9001,69.0
270,CNN,CNN,Watch this massive cargo plane pull off a loop-the-loop https://t.co/ySjuGSSEDq https://t.co/nxL2rkXLQL,Sat Jul 21 01:40:00 +0000 2018,0.0,0.0,1.0,0.0,70.0
271,CNN,CNN,The man accused of hitting and killing NFL linebacker Edwin Jackson and his ride-share driver with a car in Februar… https://t.co/73IXmjVWDU,Sat Jul 21 01:30:05 +0000 2018,0.268,0.0,0.732,-0.765,71.0
272,CNN,CNN,The week the whispers about Trump and Russia became a roar | Analysis by @CillizzaCNN https://t.co/VshMIx9X5D https://t.co/HhP1xn8xKG,Sat Jul 21 01:20:07 +0000 2018,0.0,0.0,1.0,0.0,72.0
273,CNN,CNN,"RT @AC360: “There is no landscape in which this is a good thing for him [Trump], in terms of what he has said about this.” @maggieNYT on th…",Sat Jul 21 01:19:12 +0000 2018,0.073,0.096,0.831,0.1779,73.0
274,CNN,CNN,"Rep. Ted Yoho, a Florida Republican who has been a staunch supporter of President Donald Trump, said the US should… https://t.co/81mKTtm5t7",Sat Jul 21 01:18:44 +0000 2018,0.0,0.104,0.896,0.2732,74.0
275,CNN,CNN,A wave of garbage was filmed rippling off the coast of the Dominican Republic. An environmental group is working wi… https://t.co/nKkzodXZvt,Sat Jul 21 01:10:00 +0000 2018,0.0,0.0,1.0,0.0,75.0
276,CNN,CNN,"RT @OutFrontCNN: ""You have a duty of loyalty to your client. You're not supposed to be gathering tapes of your client potentially to use to…",Sat Jul 21 01:08:29 +0000 2018,0.0,0.132,0.868,0.5423,76.0
277,CNN,CNN,"RT @OutFrontCNN: ""Robert Mueller is ahead of all of us in terms of what he knows, and he is not the source of this story. He is proceeding…",Sat Jul 21 01:08:05 +0000 2018,0.0,0.0,1.0,0.0,77.0
278,CNN,CNN,"Secretary of Defense James Mattis criticized Turkey for its ""authoritarian drift"" and its record on human rights, b… https://t.co/1401tUm3Km",Sat Jul 21 01:00:08 +0000 2018,0.119,0.071,0.81,-0.25,78.0
279,CNN,CNN,24 headlines that sum up 1 very bad week for Donald Trump | Analysis by @CillizzaCNN https://t.co/hqxTvoOiP9 https://t.co/RIJIjQTi5T,Sat Jul 21 00:50:07 +0000 2018,0.202,0.0,0.798,-0.5849,79.0
280,CNN,CNN,"Coinbase, the popular cryptocurrency exchange, has formed its own political action committee https://t.co/gStsYZazXl https://t.co/bBt5ifxHiR",Sat Jul 21 00:40:09 +0000 2018,0.0,0.177,0.823,0.4215,80.0
281,CNN,CNN,How the year 2006 changed the internet forever https://t.co/l1EUCGj0VB https://t.co/wala9iG601,Sat Jul 21 00:30:08 +0000 2018,0.0,0.0,1.0,0.0,81.0
282,CNN,CNN,"Ayub Ali encouraged his daughter's activism after she and her brother survived the Parkland school shooting.

The 6… https://t.co/q6xje0is12",Sat Jul 21 00:20:08 +0000 2018,0.0,0.254,0.746,0.7003,82.0
283,CNN,CNN,"Thanks to an anonymous $3 million donation, the 30 students in the first class at the University of Houston's new m… https://t.co/0nh6eyn70I",Sat Jul 21 00:10:05 +0000 2018,0.0,0.121,0.879,0.4404,83.0
284,CNN,CNN,"Four ways President Trump is changing prime time TV: https://t.co/yO5VFtcn0o

@brianstelter’s special report airs t… https://t.co/8sEtYrbNik",Sat Jul 21 00:00:10 +0000 2018,0.0,0.153,0.847,0.4019,84.0
285,CNN,CNN,"With more than 230 obstacles spread over a single 20-mile loop, the Rat Race Dirty Weekend purports to be the large… https://t.co/9XTgPfyhtW",Fri Jul 20 23:51:00 +0000 2018,0.233,0.0,0.767,-0.6969,85.0
286,CNN,CNN,"The Trump administration has reunited at least 450 families separated at the border with children 5 and older, incl… https://t.co/ac7HTQ8kdu",Fri Jul 20 23:46:06 +0000 2018,0.0,0.0,1.0,0.0,86.0
287,CNN,CNN,"Airbus' massive Beluga XL ""flying whale"" just completed its first test flight. 

You probably won't get to fly in i… https://t.co/YaBX3mbG4n",Fri Jul 20 23:42:59 +0000 2018,0.0,0.0,1.0,0.0,87.0
288,CNN,CNN,There have been recent reports warning the public of the dangers of Vibrio bacteria from eating certain foods or sw… https://t.co/W9JXA2cJiV,Fri Jul 20 23:36:03 +0000 2018,0.218,0.082,0.7,-0.5423,88.0
289,CNN,CNN,A massive Russian ship -- with a potential fortune in gold on board -- has been discovered at the bottom of the oce… https://t.co/tU360zsCHa,Fri Jul 20 23:31:00 +0000 2018,0.0,0.0,1.0,0.0,89.0
290,CNN,CNN,"Prepare to say goodbye to Rick Grimes. During a panel at San Diego Comic-Con, Andrew Lincoln confirmed speculation… https://t.co/fEkavpO6Ja",Fri Jul 20 23:26:07 +0000 2018,0.105,0.0,0.895,-0.25,90.0
291,CNN,CNN,16 of the world’s most relaxing places https://t.co/gVeCN4BiBA,Fri Jul 20 23:19:44 +0000 2018,0.0,0.333,0.667,0.5413,91.0
292,CNN,CNN,Secretary of State Mike Pompeo said a second meeting between President Donald Trump and Russian President Vladimir… https://t.co/H3c4iNtuep,Fri Jul 20 23:16:07 +0000 2018,0.0,0.0,1.0,0.0,92.0
293,CNN,CNN,A cardiologist who treated former President George H.W. Bush was killed in a bicycle-to-bicycle drive-by shooting n… https://t.co/XMcdCY0fva,Fri Jul 20 23:11:43 +0000 2018,0.231,0.0,0.769,-0.6705,93.0
294,CNN,CNN,Alexandria Ocasio-Cortez hit the campaign trail in Kansas with Sen. Bernie Sanders to boost a pair of progressive H… https://t.co/VTk1vikfX6,Fri Jul 20 23:06:06 +0000 2018,0.0,0.13,0.87,0.4019,94.0
295,CNN,CNN,"RT @CNNSitRoom: Rep. Ted Yoho says he's not ""so concerned"" with President Trump's private meeting with Russian President Vladimir Putin in…",Fri Jul 20 22:58:31 +0000 2018,0.0,0.0,1.0,0.0,95.0
296,CNN,CNN,"This 11 year old was bullied for her skin color. Now, she owns a successful clothing line https://t.co/aXpCrl6oW4 https://t.co/LGxDcY8hxl",Fri Jul 20 22:56:04 +0000 2018,0.172,0.159,0.669,-0.0772,96.0
297,CNN,CNN,Secretary of State Mike Pompeo called on members of the United Nations to enforce sanctions against North Korea mor… https://t.co/tudKE5VIiI,Fri Jul 20 22:46:04 +0000 2018,0.0,0.128,0.872,0.4215,97.0
298,CNN,CNN,"RT @CNNSitRoom: Special counsel Robert Mueller's team has reached out to the lawyer for Kristin Davis, famously known as the ""Manhattan mad…",Fri Jul 20 22:38:26 +0000 2018,0.0,0.17,0.83,0.4767,98.0
299,CNN,CNN,"LIVE NOW: Anderson Cooper Full Circle, a daily interactive news show airing on Facebook Watch… https://t.co/1e5weCr9dZ",Fri Jul 20 22:37:54 +0000 2018,0.0,0.0,1.0,0.0,99.0
300,CNN,CNN,Did Russian President Vladimir Putin use his power to elect Donald Trump? @FareedZakaria explores this question ton… https://t.co/zX9mOG5NWq,Fri Jul 20 22:36:03 +0000 2018,0.0,0.0,1.0,0.0,100.0
301,FoxNews,Fox News,"Non-citizens, illegal immigrants now may register to vote in San Francisco school board elections
https://t.co/IIgMGT74og",Sat Jul 21 18:55:06 +0000 2018,0.205,0.0,0.795,-0.5574,1.0
302,FoxNews,Fox News,"Happening Now: ""Keep Families Together"" rally underway in Los Angeles. https://t.co/17GEl0Uyod",Sat Jul 21 18:48:03 +0000 2018,0.0,0.0,1.0,0.0,2.0
303,FoxNews,Fox News,Illness linked to McDonald's salads spreads. https://t.co/oKkkTRn95z https://t.co/P6H5LSpAxn,Sat Jul 21 18:44:00 +0000 2018,0.278,0.0,0.722,-0.4019,3.0
304,FoxNews,Fox News,Mourners remember the 17 victims killed when duck boat capsized and sank in Missouri lake. https://t.co/dYXX4T4C49 https://t.co/3IRcNgKi7a,Sat Jul 21 18:30:00 +0000 2018,0.407,0.0,0.593,-0.8625,4.0
305,FoxNews,Fox News,"Watchdog exposes $14.7B of pork-barrel spending, including 'brown tree snake eradication' project
https://t.co/GLi9HpgcTu",Sat Jul 21 18:20:57 +0000 2018,0.111,0.0,0.889,-0.128,5.0
306,FoxNews,Fox News,"On ""Cavuto Live,"" @RepMcCaul praised the men and women of @ICEgov. https://t.co/VbfJPHhBTN https://t.co/PLbBKtknK7",Sat Jul 21 18:15:00 +0000 2018,0.0,0.211,0.789,0.4939,6.0
307,FoxNews,Fox News,Comedian Michelle Wolf Compares @ICEgov to ISIS Terrorists in Netflix Skit https://t.co/XqIJaFxra1,Sat Jul 21 18:12:19 +0000 2018,0.246,0.156,0.599,-0.3612,7.0
308,FoxNews,Fox News,Socialists working from within to push Democratic Party further left https://t.co/5yPDjUpjIi,Sat Jul 21 18:10:51 +0000 2018,0.0,0.213,0.787,0.4019,8.0
309,FoxNews,Fox News,"On @foxandfriends, @GovMikeHuckabee defended the men and women of @ICEgov after they were compared to Islamic State… https://t.co/ZNZlYZCduR",Sat Jul 21 17:48:00 +0000 2018,0.0,0.0,1.0,0.0,9.0
310,FoxNews,Fox News,".@kayleighmcenany: ""It is a crime to cross the border illegally. The left doesn't want to prosecute people who cros… https://t.co/EZRbWVOWq5",Sat Jul 21 17:35:00 +0000 2018,0.205,0.098,0.696,-0.3536,10.0
311,FoxNews,Fox News,John Schneider asks court to restore jail sentence for unpaid alimony after being released early https://t.co/U8LXRvgW4N,Sat Jul 21 17:32:10 +0000 2018,0.0,0.2,0.8,0.3612,11.0
312,FoxNews,Fox News,"Lou Holtz: ""Let's look at what you've accomplished by kneeling down during the national anthem: You're hurting the… https://t.co/c6PTTymuCg",Sat Jul 21 17:24:00 +0000 2018,0.119,0.128,0.752,0.0516,12.0
313,FoxNews,Fox News,"On ""Cavuto Live,"" @RepMcCaul said that President @realDonaldTrump should get assurance from Russian President Putin… https://t.co/EiIZ8cVelm",Sat Jul 21 17:09:00 +0000 2018,0.0,0.138,0.862,0.34,13.0
314,FoxNews,Fox News,".@AlanDersh: ""The special counsel is not interested either in Podesta or in Manafort. They're interested in @POTUS."" https://t.co/2SpPu7wF22",Sat Jul 21 17:03:13 +0000 2018,0.203,0.122,0.675,-0.2062,14.0
315,FoxNews,Fox News,"Mallory Cunningham, left, Santino Tomasetti, center, and Aubrey Reece attend a candlelight vigil in the parking lot… https://t.co/lCiUz2ip3O",Sat Jul 21 16:52:51 +0000 2018,0.0,0.0,1.0,0.0,15.0
316,FoxNews,Fox News,Salmonella outbreak linked to turkey products. https://t.co/mbLArdphDU https://t.co/lVB54A4HKO,Sat Jul 21 16:48:00 +0000 2018,0.0,0.0,1.0,0.0,16.0
317,FoxNews,Fox News,Happening Now: @VP speaks at Lee University. https://t.co/gyZUeOFQq9,Sat Jul 21 16:46:12 +0000 2018,0.0,0.0,1.0,0.0,17.0
318,FoxNews,Fox News,".@Ocasio2018: ""We have to get money out of politics. We have to have Medicare for all."" https://t.co/ExVs7nY7CD",Sat Jul 21 16:34:00 +0000 2018,0.0,0.0,1.0,0.0,18.0
319,FoxNews,Fox News,North Carolina toddler’s belly flop goes viral - via @JaninePuhak https://t.co/SMV09UmzIm,Sat Jul 21 16:32:28 +0000 2018,0.211,0.0,0.789,-0.34,19.0
320,FoxNews,Fox News,".@kayleighmcenany: ""@NancyPelosi, @chuckschumer, the left want to see illegal immigrants enfranchised across the co… https://t.co/yD5Vz6WOnf",Sat Jul 21 16:19:00 +0000 2018,0.201,0.073,0.726,-0.5106,20.0
321,FoxNews,Fox News,"BREAKING NEWS: Dallas police officer killed in motorcycle crash
https://t.co/wuh7aKEmgu",Sat Jul 21 16:17:40 +0000 2018,0.474,0.0,0.526,-0.802,21.0
322,FoxNews,Fox News,.@JoeBiden: “This administration’s policies that literally rip babies from the arms of their mothers and fathers -… https://t.co/9RYOViKq1k,Sat Jul 21 16:08:56 +0000 2018,0.0,0.0,1.0,0.0,22.0
323,FoxNews,Fox News,"Duck boat victims include 9 from one family, ship's driver, tourists https://t.co/a5GRYHYqIT",Sat Jul 21 16:04:12 +0000 2018,0.187,0.0,0.813,-0.3182,23.0
324,FoxNews,Fox News,".@BernieSanders: ""We say to Trump, 'instead of showing us your strength by tearing children from their families, wh… https://t.co/rws9TSlfuV",Sat Jul 21 15:55:00 +0000 2018,0.0,0.151,0.849,0.4939,24.0
325,FoxNews,Fox News,".@RepCicilline on Trump/Putin meeting: ""I think there's a lot of reason to worry about what happened in that meetin… https://t.co/tetALChLL1",Sat Jul 21 15:52:52 +0000 2018,0.139,0.0,0.861,-0.4404,25.0
326,FoxNews,Fox News,"On ""Cavuto Live,"" former ICE Director Thomas Homan discussed border security policy. https://t.co/sW0LdsyGAj https://t.co/V44u0mvlVK",Sat Jul 21 15:40:10 +0000 2018,0.0,0.156,0.844,0.34,26.0
327,FoxNews,Fox News,Ohio death row inmate's sentence commuted by Kasich after extent of childhood abuse revealed https://t.co/7Lr7dvyckx,Sat Jul 21 15:28:19 +0000 2018,0.379,0.061,0.561,-0.8316,27.0
328,FoxNews,Fox News,"Thomas Homan: ""If they were saying they're 'present' but not voting, to the American people and to me - I hope Amer… https://t.co/uPEKKHYGJr",Sat Jul 21 15:20:00 +0000 2018,0.0,0.161,0.839,0.5927,28.0
329,FoxNews,Fox News,".@RepDeSantis: ""Putin meddled because he knew he could get away with it under Obama."" #Cavuto https://t.co/dyzpFd2hkJ",Sat Jul 21 15:15:26 +0000 2018,0.0,0.0,1.0,0.0,29.0
330,FoxNews,Fox News,"Thomas Homan: ""Every place they've built that wall, it worked. Illegal immigration dropped. Drug trafficking droppe… https://t.co/AviP8VTOy6",Sat Jul 21 15:09:06 +0000 2018,0.184,0.0,0.816,-0.5574,30.0
331,FoxNews,Fox News,Parents whose newborn babies died from herpes warn about deadly virus https://t.co/1qnn1W47Wf,Sat Jul 21 15:00:35 +0000 2018,0.333,0.0,0.667,-0.6124,31.0
332,FoxNews,Fox News,"TOMORROW: @GovMikeHuckabee sits down with @marklevinshow on ""Life, Liberty, &amp; Levin"" - Tune in at 10p ET on Fox New… https://t.co/hKfo3Ivtp2",Sat Jul 21 15:00:18 +0000 2018,0.0,0.152,0.848,0.5267,32.0
333,FoxNews,Fox News,".@RepMcCaul: ""We need to call out Russia for what they did, and it can't happen again in the midterm elections comi… https://t.co/tfWh7C2f69",Sat Jul 21 14:55:01 +0000 2018,0.0,0.0,1.0,0.0,33.0
334,FoxNews,Fox News,"Tom Homan on ICE: ""We've saved over several thousand children from drug traffickers. We have arrested child predato… https://t.co/IA3FXpuUGx",Sat Jul 21 14:53:44 +0000 2018,0.135,0.122,0.742,-0.0772,34.0
335,FoxNews,Fox News,".@RepMcCaul: ""The irony, Neil, is that a year ago today, nearly every Democrat voted for my bill to fully authorize… https://t.co/GLqpsodKgm",Sat Jul 21 14:43:07 +0000 2018,0.059,0.0,0.941,-0.0516,35.0
336,FoxNews,Fox News,TOMORROW: @SenatorMenendez joins @FoxNewsSunday for an exclusive interview. Check your local listings and tune in t… https://t.co/a9bw6lezze,Sat Jul 21 14:41:41 +0000 2018,0.0,0.086,0.914,0.128,36.0
337,FoxNews,Fox News,".@RepMcCaul: ""The tax cuts have been very successful. They've primed this economy, one of the best economies we've… https://t.co/ysbN7nFKR4",Sat Jul 21 14:40:08 +0000 2018,0.083,0.313,0.604,0.796,37.0
338,FoxNews,Fox News,".@DougWead: ""The American people didn't elect somebody else. Everybody's saying, 'We need somebody else in the room… https://t.co/wogiLyBBAq",Sat Jul 21 14:31:11 +0000 2018,0.0,0.0,1.0,0.0,38.0
339,FoxNews,Fox News,"President @realDonaldTrump calls Cohen's taping of phone call 'inconceivable,' possibly illegal… https://t.co/ZwTyDfx3mQ",Sat Jul 21 14:22:36 +0000 2018,0.0,0.0,1.0,0.0,39.0
340,FoxNews,Fox News,"Sunday at 8p ET: Watch a revealing interview with @Aerosmith frontman @IamStevenT on 'OBJECTified,' hosted by… https://t.co/eh6pWuLTfM",Sat Jul 21 14:19:31 +0000 2018,0.0,0.0,1.0,0.0,40.0
341,FoxNews,Fox News,Sam Kendricks of the U.S. makes an attempt in the men's pole vault event at the IAAF Diamond League athletics meeti… https://t.co/Ip6ADxoNxC,Sat Jul 21 14:13:30 +0000 2018,0.0,0.103,0.897,0.34,41.0
342,FoxNews,Fox News,.@HuntsmanAbby is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/VELApA43Ic,Sat Jul 21 14:10:35 +0000 2018,0.0,0.0,1.0,0.0,42.0
343,FoxNews,Fox News,"Leon Panetta: ""@POTUS for the first time has a meeting with Putin of Russia, and Russia is not our friend... If the… https://t.co/O6sKaf9Y08",Sat Jul 21 14:10:00 +0000 2018,0.0,0.0,1.0,0.0,43.0
344,FoxNews,Fox News,"COMING UP on ""Cavuto Live,"" @TeamCavuto talks to former CIA Director Leon Panetta - Tune in to Fox News Channel now! https://t.co/cDNRJRebA3",Sat Jul 21 14:02:11 +0000 2018,0.0,0.0,1.0,0.0,44.0
345,FoxNews,Fox News,"""We're going to flip this seat red in November.""

Alexandria Ocasio-Cortez makes campaign trail gaffe.… https://t.co/LNkdHbUKwl",Sat Jul 21 13:56:13 +0000 2018,0.0,0.0,1.0,0.0,45.0
346,FoxNews,Fox News,Trans woman says she was 'humiliated' after CVS pharmacist refused to fill her hormone prescription https://t.co/ydu9CCHm1C,Sat Jul 21 13:54:20 +0000 2018,0.128,0.0,0.872,-0.296,46.0
347,FoxNews,Fox News,Restaurant bringing back church discount. https://t.co/NVdqmVq3Q7 https://t.co/tzTpFe9AFr,Sat Jul 21 13:47:09 +0000 2018,0.0,0.0,1.0,0.0,47.0
348,FoxNews,Fox News,"Comedian Michelle Wolf Compares @ICEgov to ISIS Terrorists in Netflix Skit
https://t.co/XqIJaFxra1",Sat Jul 21 13:29:28 +0000 2018,0.246,0.156,0.599,-0.3612,48.0
349,FoxNews,Fox News,"Duck boat victims include 9 from one family, ship's driver, tourists https://t.co/a5GRYHYqIT",Sat Jul 21 13:24:56 +0000 2018,0.187,0.0,0.813,-0.3182,49.0
350,FoxNews,Fox News,"Trump calls Cohen's taping of phone call 'inconceivable,' possibly illegal https://t.co/DsXMvZSiob",Sat Jul 21 13:13:22 +0000 2018,0.265,0.0,0.735,-0.5574,50.0
351,FoxNews,Fox News,OPINION: John Fund: Move to turn California into 3 states was killed by opponents of power to the people https://t.co/MPcMnmT84q,Sat Jul 21 13:05:36 +0000 2018,0.2,0.0,0.8,-0.6705,51.0
352,FoxNews,Fox News,New Jersey could tax tap water under Democratic lawmaker's plan https://t.co/CaAtqPiVMy,Sat Jul 21 12:57:40 +0000 2018,0.0,0.0,1.0,0.0,52.0
353,FoxNews,Fox News,Ohio death row inmate commuted by Kasich after extent of childhood abuse revealed https://t.co/7Lr7dvyckx,Sat Jul 21 12:47:17 +0000 2018,0.403,0.0,0.597,-0.8442,53.0
354,FoxNews,Fox News,"Lou Holtz: “I have never attended a football game that did not have the national anthem before the game, it’s part… https://t.co/y0s9CQ74S9",Sat Jul 21 12:36:48 +0000 2018,0.0,0.0,1.0,0.0,54.0
355,FoxNews,Fox News,"Ocasio-Cortez and Sanders, in joint rally, say their agenda is now Democratic 'mainstream' https://t.co/XsB4dDF8bC",Sat Jul 21 12:10:15 +0000 2018,0.0,0.0,1.0,0.0,55.0
356,FoxNews,Fox News,Restaurant Bringing Back Church Discount https://t.co/7qPazF9rY8,Sat Jul 21 11:51:45 +0000 2018,0.0,0.0,1.0,0.0,56.0
357,FoxNews,Fox News,".@GovMikeHuckabee: “The people that serve us in the police agencies do so overworked, underpaid, underappreciated a… https://t.co/j9l8wUhO5G",Sat Jul 21 11:45:28 +0000 2018,0.0,0.0,1.0,0.0,57.0
358,FoxNews,Fox News,Jamie Lee Curtis thanked by emotional Comic-Con fan who says 'Halloween' saved his life https://t.co/qSpPSKD455,Sat Jul 21 11:39:38 +0000 2018,0.0,0.466,0.534,0.8225,58.0
359,FoxNews,Fox News,Texas couple delivers baby in Chick-fil-A bathroom https://t.co/RNhBvxMNSc,Sat Jul 21 11:30:43 +0000 2018,0.0,0.0,1.0,0.0,59.0
360,FoxNews,Fox News,"Acting CIA watchdog steps down, withdraws IG nomination https://t.co/Pv2JkXmqzY",Sat Jul 21 11:27:31 +0000 2018,0.0,0.0,1.0,0.0,60.0
361,FoxNews,Fox News,"Duck boat victims include 9 from one family, ship's driver, tourists https://t.co/a5GRYHYqIT",Sat Jul 21 11:12:28 +0000 2018,0.187,0.0,0.813,-0.3182,61.0
362,FoxNews,Fox News,"Millennials outraged after baseball team advertises 'Millennial Night' with avocados, participation ribbons and nap… https://t.co/TWdC8Agd9E",Sat Jul 21 11:06:30 +0000 2018,0.2,0.0,0.8,-0.5423,62.0
363,FoxNews,Fox News,Teen accused of vandalizing memorial of slain Navy SEAL and Medal of Honor recipient https://t.co/R4E5jAcKbm,Sat Jul 21 11:02:16 +0000 2018,0.107,0.307,0.585,0.6249,63.0
364,FoxNews,Fox News,".@dbongino: “Bob Mueller is investigating Donald Trump, he is not investigating a crime.” https://t.co/3fwORqk6Uy",Sat Jul 21 10:44:19 +0000 2018,0.0,0.0,1.0,0.0,64.0
365,FoxNews,Fox News,".@TomFitton: “I suspect we’ll get more answers. We won’t get all the answers we want, so the fight will continue.” https://t.co/2d30rxLPI9",Sat Jul 21 10:23:40 +0000 2018,0.208,0.053,0.738,-0.5829,65.0
366,FoxNews,Fox News,Maryland newspaper shooting suspect indicted on 23 charges https://t.co/VmwiQtAeMi,Sat Jul 21 10:16:30 +0000 2018,0.381,0.0,0.619,-0.5106,66.0
367,FoxNews,Fox News,"OPINION: What Walter Carr, the young man who walked 20 miles to work, taught me this week https://t.co/ZyqlXNKzxj",Sat Jul 21 10:03:45 +0000 2018,0.0,0.0,1.0,0.0,67.0
368,FoxNews,Fox News,Mattress retailer hiring intern to sleep at Houston headquarters for $200 per week https://t.co/kcefNi0xU6,Sat Jul 21 09:47:04 +0000 2018,0.0,0.0,1.0,0.0,68.0
369,FoxNews,Fox News,500-pound goliath grouper eats shark as shocked Florida fishermen watch: 'He just sucked it in' https://t.co/v7zjaJ2Qu3,Sat Jul 21 09:44:55 +0000 2018,0.275,0.0,0.725,-0.6486,69.0
370,FoxNews,Fox News,"Golfer Phil Mickelson had a little fun during practice at the British Open by hitting one of his famous ""flop shots… https://t.co/aiMMgTHqLp",Sat Jul 21 09:31:16 +0000 2018,0.098,0.123,0.778,0.1548,70.0
371,FoxNews,Fox News,"Dad of 2 Parkland survivors is robbed, killed; suspect surrenders https://t.co/i9ritIkvf6",Sat Jul 21 09:28:13 +0000 2018,0.456,0.0,0.544,-0.7717,71.0
372,FoxNews,Fox News,"Missouri duck boat survivor claims captain told passengers they wouldn't 'need' life jackets, report says. https://t.co/u2sEwITMNI",Sat Jul 21 09:14:00 +0000 2018,0.0,0.143,0.857,0.3612,72.0
373,FoxNews,Fox News,This two-year-old made quite the splash as he tried to copy a perfect dive. https://t.co/o5GUTBZMiJ,Sat Jul 21 09:10:00 +0000 2018,0.0,0.222,0.778,0.5719,73.0
374,FoxNews,Fox News,"“We knew it was bad, but if you’re given an order, you do it.”

Burn pit veterans share their stories of struggle a… https://t.co/69SQArK1l0",Sat Jul 21 09:01:00 +0000 2018,0.179,0.097,0.724,-0.34,74.0
375,FoxNews,Fox News,Pentagon sending $200 million in nonlethal aid to Ukraine in move expected to rile Moscow. https://t.co/7vnFeKh2vf,Sat Jul 21 08:45:00 +0000 2018,0.0,0.0,1.0,0.0,75.0
376,FoxNews,Fox News,Andrew Lincoln confirms his 'Walking Dead' exit: 'I promise not to cry' https://t.co/vW6JmhAZL5,Sat Jul 21 08:30:00 +0000 2018,0.224,0.253,0.522,-0.1144,76.0
377,FoxNews,Fox News,UNC football coach says the game is 'under attack' https://t.co/k8YI8NgPjr,Sat Jul 21 08:14:01 +0000 2018,0.256,0.0,0.744,-0.4767,77.0
378,FoxNews,Fox News,Olympic figure skating bronze medalist Denis Ten stabbed to death in Kazakhstan. https://t.co/u9TmjRYZFV,Sat Jul 21 08:01:00 +0000 2018,0.382,0.0,0.618,-0.7783,78.0
379,FoxNews,Fox News,Girl suffers chemical burns while making 'slime' for a YouTube video. https://t.co/n9vU25XlBE,Sat Jul 21 07:45:00 +0000 2018,0.237,0.0,0.763,-0.4767,79.0
380,FoxNews,Fox News,Natalie Wood's sister pleads for Robert Wagner to 'tell the truth once and for all' about the star's death https://t.co/6s0NAcfwa2,Sat Jul 21 07:30:00 +0000 2018,0.161,0.095,0.744,-0.3818,80.0
381,FoxNews,Fox News,.@SenSanders told a crowd in Kansas Friday that ideas “once considered to be radical” are now part “of the mainstre… https://t.co/CYdzZcaOLN,Sat Jul 21 07:20:00 +0000 2018,0.0,0.0,1.0,0.0,81.0
382,FoxNews,Fox News,"Berkeley High grad pleads guilty to helping ISIS, spoke of plan to kill 10,000 in the Bay Area. https://t.co/11xphX71aW",Sat Jul 21 07:15:00 +0000 2018,0.292,0.086,0.623,-0.743,82.0
383,FoxNews,Fox News,"Alabama mother arrested after Walmart employee rescues baby from hot car, police say. https://t.co/GK6sXQJl7t",Sat Jul 21 07:01:00 +0000 2018,0.178,0.132,0.69,-0.2023,83.0
384,FoxNews,Fox News,9th Circuit surprises with a pro-2nd Amendment decision blocking California ammo ban. https://t.co/x1TTZvowAq,Sat Jul 21 06:45:00 +0000 2018,0.363,0.111,0.526,-0.6486,84.0
385,FoxNews,Fox News,Feds order Georgia sheriff to return $69G spent on a Hellcat muscle car. https://t.co/9zXx7yM6hJ,Sat Jul 21 06:30:00 +0000 2018,0.0,0.0,1.0,0.0,85.0
